,parsing_datetime,code,type,strike,T,bid,ask,BA,volume,mid,spread_pct,moneyness
1863,2026-02-25 23:15:23.162696,SR310CU9,PUT,310.0,3.562,0.0,0.0,317.19,0,0.0,,1.0231935483870969
1864,2026-02-25 23:15:23.640302,SR280CF6,CALL,280.0,0.304,40.0,0.0,317.2,0,20.0,-2.0,1.1328571428571428
1865,2026-02-25 23:15:24.124833,SR160CX8,PUT,160.0,2.815,0.0,0.0,317.2,0,0.0,,1.9825
1866,2026-02-25 23:15:24.599643,SR315CC0,CALL,315.0,4.06,0.0,0.0,317.2,0,0.0,,1.0069841269841269
1867,2026-02-25 23:15:25.072991,SR165CU9,PUT,165.0,3.562,0.0,0.0,317.2,0,0.0,,1.9224242424242424
1868,2026-02-25 23:15:25.546791,SR275CF8,CALL,275.0,2.316,0.0,0.0,317.2,0,0.0,,1.1534545454545455
1869,2026-02-25 23:15:26.026444,SR275CU8,PUT,275.0,2.565,0.0,0.0,317.19,0,0.0,,1.153418181818182
1870,2026-02-25 23:15:26.509120,SR330CC6B,CALL,330.0,0.036,0.31,1.65,317.19,200,0.98,1.3673469387755102,0.9611818181818181
1871,2026-02-25 23:15:27.009612,SR190CL8,CALL,190.0,2.815,0.0,0.0,317.19,0,0.0,,1.669421052631579
1872,2026-02-25 23:15:27.484643,SR245CC0,CALL,245.0,4.06,0.0,0.0,317.19,0,0.0,,1.2946530612244898
1873,2026-02-25 23:15:27.954605,SR305CO0,PUT,305.0,4.06,0.0,0.0,317.19,0,0.0,,1.0399672131147542
1874,2026-02-25 23:15:28.427060,SR400CU9,PUT,400.0,3.562,0.0,0.0,317.19,0,0.0,,0.792975
1875,2026-02-25 23:15:28.902207,SR175CF9,CALL,175.0,3.313,0.0,0.0,317.19,0,0.0,,1.8125142857142857
1876,2026-02-25 23:15:29.382022,SR150CI8,CALL,150.0,2.565,0.0,0.0,317.19,0,0.0,,2.1146
1877,2026-02-25 23:15:29.859788,SR160CC0,CALL,160.0,4.06,0.0,0.0,317.19,0,0.0,,1.9824375
1878,2026-02-25 23:15:30.330180,SR230CL9,CALL,230.0,3.811,0.0,0.0,317.19,0,0.0,,1.3790869565217392
1879,2026-02-25 23:15:30.794625,SR220CL9,CALL,220.0,3.811,0.0,0.0,317.19,0,0.0,,1.4417727272727272
1880,2026-02-25 23:15:31.269625,SR235CI9,CALL,235.0,3.562,0.0,0.0,317.2,0,0.0,,1.3497872340425532
